RegionID,RegionName,State,Metro,County,City,SizeRank,Zhvi,MoM,QoQ,YoY,5Year,10Year,PeakMonth,PeakQuarter,PeakZHVI,PctFallFromPeak,LastTimeAtCurrZHVI
61639,10025,NY,New York,New York,New York,0,1139543,0.00022119,-0.001445855,0.068712979,0.059781501,0.02796384,2017-12,2017-Q4,1141193,-0.001445855,2017-12
84654,60657,IL,Chicago,Cook,Chicago,1,345798,-0.001293878,-0.003888831,0.021279235,0.043548617,0.006698413,2005-12,2005-Q4,349809,-0.011466257,2005-08
61637,10023,NY,New York,New York,New York,2,1579506,0.002480328,-0.000124074,-0.013271279,0.04230731,0.019387394,2016-11,2016-Q4,1616437,-0.022847163,2016-01
84616,60614,IL,Chicago,Cook,Chicago,3,424873,0.002546048,0.000433258,0.024027245,0.055965807,0.012508562,2018-03,2018-Q1,424873,0,2018-03
93144,79936,TX,El Paso,El Paso,El Paso,4,120540,0.00010786,-0.002383553,0.019831466,0.011364644,-0.007247724,2007-11,2007-Q4,132932,-0.093220594,2007-01
61616,10002,NY,New York,New York,New York,5,987917,0.003108069,-0.004960507,0.056417204,0.056173856,0.024077174,2017-10,2017-Q4,1002643,-0.014687182,2017-07
61807,10467,NY,New York,Bronx,New York,6,387610,0.001294209,0.003565205,0.065579855,0.072553067,0.005610338,2007-06,2007-Q2,394109,-0.016490362,2007-03
84640,60640,IL,Chicago,Cook,Chicago,7,243196,0.008618187,0.028099886,0.050608905,0.065194622,-0.004784946,2007-01,2007-Q1,271269,-0.103487682,2004-11
91940,77449,TX,Houston,Harris,Katy,8,177770,0.008996226,0.029041464,0.061193059,0.083714468,0.028050102,2018-03,2018-Q1,177770,0,2018-03
97564,94109,CA,San Francisco,San Francisco,San Francisco,9,1264421,0.002157408,-0.000786303,0.107185201,0.081055721,0.051207664,2017-12,2017-Q4,1265416,-0.000786303,2017-12
62037,11226,NY,New York,Kings,New York,10,743618,0.002086057,0.026879679,0.137724697,0.107444647,0.033163446,2018-03,2018-Q1,743618,0,2018-03
61630,10016,NY,New York,New York,New York,11,1028752,0.000861006,-0.001283403,-0.039222077,0.042820998,0.013807512,2017-02,2017-Q1,1085269,-0.05207649,2016-02
71831,32162,FL,The Villages,Sumter,The Villages,12,248888,0.000663389,0.00366968,0.008999951,0.034579728,0.011376135,2017-08,2017-Q3,251250,-0.009400995,2017-06
62087,11375,NY,New York,Queens,New York,13,978588,0.002552,0.013988362,0.078708312,0.086742034,0.042352851,2018-03,2018-Q1,978588,0,2018-03
62045,11235,NY,New York,Kings,New York,14,731620,0.001657975,0.016654276,0.099654601,0.072389188,0.030558098,2018-03,2018-Q1,731620,0,2018-03
74101,37013,TN,Nashville,Davidson,Nashville,15,204695,0.011184058,0.037538839,0.140304943,0.110869229,0.036123715,2018-03,2018-Q1,204695,0,2018-03
96107,90250,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Hawthorne,16,616210,0.006717879,0.024179689,0.099552299,0.101014737,0.028785244,2018-03,2018-Q1,616210,0,2018-03
84646,60647,IL,Chicago,Cook,Chicago,17,383622,0.002899248,0.013334249,0.032805025,0.082572764,0.018242775,2018-03,2018-Q1,383622,0,2018-03
74242,37211,TN,Nashville,Davidson,Nashville,18,251144,0.009530777,0.033948406,0.127698076,0.133705102,0.05446789,2018-03,2018-Q1,251144,0,2018-03
61623,10009,NY,New York,New York,New York,19,1095854,-0.000726758,-0.008601707,-0.094413373,0.045584267,0.013803618,2017-06,2017-Q2,1218741,-0.100831104,2016-09
92593,78660,TX,Austin,Travis,Pflugerville,20,246445,0.009408228,0.030758163,0.076630378,0.076714502,0.035366526,2018-03,2018-Q1,246445,0,2018-03
84620,60618,IL,Chicago,Cook,Chicago,21,389889,0.004770151,0.01210721,0.030874219,0.072558259,0.011881815,2018-03,2018-Q1,389889,0,2018-03
61643,10029,NY,New York,New York,New York,22,801775,0.002552099,0.005345374,0.079148552,0.073624518,0.0266539,2018-03,2018-Q1,801775,0,2018-03
61625,10011,NY,New York,New York,New York,23,1758043,-0.000264997,-0.000361635,-0.001383714,0.04785368,0.027271625,2016-08,2016-Q3,1823694,-0.035998912,2015-08
61703,10128,NY,New York,New York,New York,24,1204465,-0.000489604,0.004500158,0.00952899,0.062181896,0.020814317,2017-06,2017-Q2,1228950,-0.019923512,2017-04
92036,77573,TX,Houston,Galveston,League City,25,256466,0.007044355,0.022942476,0.051542672,0.067633852,0.027691551,2018-03,2018-Q1,256466,0,2018-03
69816,28269,NC,Charlotte,Mecklenburg,Charlotte,26,196682,0.006663937,0.022393879,0.101576064,0.074167904,0.019430107,2018-03,2018-Q1,196682,0,2018-03
62012,11201,NY,New York,Kings,New York,27,1322186,0.001499007,0.003697673,-0.005763804,0.095928308,0.054868988,2017-06,2017-Q2,1341437,-0.014351028,2017-02
93123,79912,TX,El Paso,El Paso,El Paso,28,183783,0.002361603,0.004619051,0.03518723,0.015057683,0.00017156,2007-12,2007-Q4,187725,-0.020998801,2007-07
92515,78572,TX,McAllen,Hidalgo,Mission,29,101680,0.009150638,0.019195109,0.061765781,0.046893512,0.011439354,2018-03,2018-Q1,101680,0,2018-03
71067,30349,GA,Atlanta,Clayton,Riverdale,30,124452,0.008762189,0.038753349,0.144765164,0.16942761,-0.00926682,2006-08,2006-Q3,150588,-0.173559646,2001-03
66126,20002,DC,Washington,District of Columbia,Washington,31,624590,0.004320609,0.015195671,0.043880101,0.09459136,0.054092882,2018-03,2018-Q1,624590,0,2018-03
96027,90046,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,32,1434173,0.010117565,0.032849883,0.075180862,0.101943073,0.043066267,2018-03,2018-Q1,1434173,0,2018-03
92271,78130,TX,San Antonio,Comal,New Braunfels,33,215917,-0.000138923,0.002465341,0.059470944,0.064299484,0.030993516,2018-02,2018-Q1,215947,-0.000138923,2018-02
92551,78613,TX,Austin,Williamson,Cedar Park,34,290704,-0.004373572,-0.008225441,0.014181601,0.069916321,0.035298054,2017-12,2017-Q4,293115,-0.008225441,2017-11
66133,20009,DC,Washington,District of Columbia,Washington,35,559011,-0.000902566,0.004232424,0.005319637,0.03917637,0.025065626,2017-08,2017-Q3,560535,-0.002718831,2017-07
61802,10462,NY,New York,Bronx,New York,36,135219,0.000517947,0.002216128,0.097245101,0.086696544,0.017226952,2018-01,2018-Q1,135374,-0.001144976,2018-01
74126,37042,TN,Clarksville,Montgomery,Clarksville,37,130440,0.005612434,0.021232619,0.040274344,0.021033163,0.013007744,2018-03,2018-Q1,130440,0,2018-03
61617,10003,NY,New York,New York,New York,38,1637404,0.002639776,0.004483788,0.021273039,0.049189816,0.028225426,2016-04,2016-Q2,1678738,-0.024622067,2016-01
62017,11206,NY,New York,Kings,New York,39,674601,0.001254163,0.002638126,0.136076349,0.097956341,0.057746338,2018-03,2018-Q1,674601,0,2018-03
86026,63376,MO,St. Louis,Saint Charles,Saint Peters,40,191631,0.003787164,0.007248281,0.041229495,0.050831217,0.009636872,2018-03,2018-Q1,191631,0,2018-03
84615,60613,IL,Chicago,Cook,Chicago,41,237191,-0.002535808,0.003235685,0.046226253,0.048083212,-0.002043532,2005-11,2005-Q4,265910,-0.108002708,2004-03
91968,77479,TX,Houston,Fort Bend,Sugar Land,42,368398,0.005047088,0.021540083,0.021633569,0.063148637,0.030933745,2018-03,2018-Q1,368398,0,2018-03
70829,30044,GA,Atlanta,Gwinnett,Lawrenceville,43,182968,0.004981847,0.025076754,0.098056161,0.145256446,0.016795872,2018-03,2018-Q1,182968,0,2018-03
89925,73099,OK,Oklahoma City,Canadian,Yukon,44,163533,0.003042254,0.009886866,0.024116682,0.030601246,0.034726871,2018-03,2018-Q1,163533,0,2018-03
61803,10463,NY,New York,Bronx,New York,45,645874,-0.000424051,0.002604797,0.081089134,0.055937723,0.011738948,2018-01,2018-Q1,647443,-0.002423379,2018-01
62040,11230,NY,New York,Kings,New York,46,1011985,0.00181557,0.017903089,0.066020514,0.091311891,0.034576117,2018-03,2018-Q1,1011985,0,2018-03
84630,60629,IL,Chicago,Cook,Chicago,47,161510,-0.003615142,-0.004223311,0.061985889,0.073286683,-0.029923728,2007-02,2007-Q1,239038,-0.32433337,2003-07
62020,11209,NY,New York,Kings,New York,48,998653,0.000563075,0.010150533,0.088771724,0.075665244,0.040034873,2018-03,2018-Q1,998653,0,2018-03
84627,60625,IL,Chicago,Cook,Chicago,49,294646,0.002101841,0.009182608,0.059660429,0.071638925,-0.003361457,2007-02,2007-Q1,327396,-0.100031766,2004-12
70828,30043,GA,Atlanta,Gwinnett,Lawrenceville,50,228290,0.005275395,0.022992575,0.102461451,0.096381169,0.020549163,2018-03,2018-Q1,228290,0,2018-03
90637,75034,TX,Dallas-Fort Worth,Collin,Frisco,51,423648,0.000536109,0.003094656,0.049142653,0.066940404,0.027525564,2018-03,2018-Q1,423648,0,2018-03
62023,11212,NY,New York,Kings,New York,52,430429,0.000197516,0.028150409,0.169173811,0.080417633,0.018675712,2018-03,2018-Q1,430429,0,2018-03
90823,75287,TX,Dallas-Fort Worth,Dallas,Dallas,53,316769,0.006872066,0.015529374,0.064973793,0.078792407,0.040783628,2018-03,2018-Q1,316769,0,2018-03
69823,28277,NC,Charlotte,Mecklenburg,Charlotte,54,346954,0.003670972,0.016726936,0.057254735,0.068409649,0.02187156,2018-03,2018-Q1,346954,0,2018-03
61638,10024,NY,New York,New York,New York,55,1529389,-0.001861326,-0.005960769,-0.025122371,0.037720413,0.009374769,2017-07,2017-Q3,1610183,-0.050176905,2016-11
94748,85032,AZ,Phoenix,Maricopa,Phoenix,56,248333,0.003994421,0.016920488,0.059151938,0.091895967,0.016067446,2006-04,2006-Q2,262942,-0.055559781,2005-10
60545,07030,NJ,New York,Hudson,Hoboken,57,791371,0.00213249,-0.002263082,0.076900362,0.087450682,0.040957422,2017-11,2017-Q4,795630,-0.005352991,2017-10
62025,11214,NY,New York,Kings,New York,58,684820,0.003020104,0.013911262,0.060856499,0.07146646,0.03799243,2018-03,2018-Q1,684820,0,2018-03
66843,21234,MD,Baltimore,Baltimore,Parkville,59,202133,0.011195878,0.033753893,0.061355331,0.031203025,-0.008296822,2007-06,2007-Q2,228003,-0.113463419,2005-08
72463,33160,FL,Miami-Fort Lauderdale,Miami-Dade,Sunny Isles Beach,60,339807,0.003671389,0.017599497,0.0192141,0.071490741,0.016462456,2006-07,2006-Q3,403216,-0.157258145,2005-07
92481,78521,TX,Brownsville,Cameron,Brownsville,61,68522,-0.000364713,0.000116764,0.00865546,0.020245014,0.007675454,2006-01,2006-Q1,69633,-0.015955079,2005-12
67732,23464,VA,Virginia Beach,Virginia Beach City,Virginia Beach,62,250611,0.000139678,9.17841E-05,0.00125851,0.023076236,-0.00218335,2006-10,2006-Q4,266522,-0.059698637,2005-09
91726,77077,TX,Houston,Harris,Houston,63,301961,-0.002774099,-0.008872069,0.005892895,0.064247334,0.039653466,2017-11,2017-Q4,305324,-0.011014529,2017-08
97711,94501,CA,San Francisco,Alameda,Alameda,64,1016311,0.006522568,0.033689386,0.128494654,0.105887949,0.058374538,2018-03,2018-Q1,1016311,0,2018-03
70874,30096,GA,Atlanta,Gwinnett,Duluth,65,218094,0.006047522,0.023982797,0.097030241,0.110343665,0.022917615,2018-03,2018-Q1,218094,0,2018-03
92617,78704,TX,Austin,Travis,Austin,66,487810,0.002900911,0.006530553,0.023535805,0.061770469,0.035275657,2017-08,2017-Q3,489209,-0.002859718,2017-07
99534,98052,WA,Seattle,King,Redmond,67,868903,0.012808976,0.047486956,0.206156388,0.137745463,0.053865095,2018-03,2018-Q1,868903,0,2018-03
91889,77379,TX,Houston,Harris,Houston,68,244702,0.004062172,0.012206775,0.019748878,0.064878756,0.026811501,2018-03,2018-Q1,244702,0,2018-03
62032,11221,NY,New York,Kings,New York,69,910138,0.001249722,0.004967763,0.095596131,0.147664201,0.060888494,2018-03,2018-Q1,910138,0,2018-03
92341,78245,TX,San Antonio,Bexar,San Antonio,70,170789,0.003024537,0.029904119,0.102454863,0.063048525,0.021622638,2018-03,2018-Q1,170789,0,2018-03
62039,11229,NY,New York,Kings,New York,71,735692,0.001535605,0.015610505,0.072725046,0.080210478,0.035651754,2018-03,2018-Q1,735692,0,2018-03
61148,08701,NJ,New York,Ocean,Lakewood,72,325991,0.004693837,0.000844294,0.051797623,0.077156409,0.01324115,2006-05,2006-Q2,327610,-0.004941852,2006-02
62018,11207,NY,New York,Kings,New York,73,401695,0.001128994,0.008847935,0.110713249,0.068671202,0.011246373,2018-03,2018-Q1,401695,0,2018-03
84621,60619,IL,Chicago,Cook,Chicago,74,123035,-0.009380032,-0.018491779,-0.017904181,0.025043387,-0.033436476,2007-11,2007-Q4,177650,-0.307430341,2003-08
96015,90034,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,75,1270263,0.011991609,0.04395711,0.155052308,0.124124184,0.064521984,2018-03,2018-Q1,1270263,0,2018-03
97565,94110,CA,San Francisco,San Francisco,San Francisco,76,1521590,0.0139249,0.032583321,0.083867043,0.123975658,0.067613723,2018-03,2018-Q1,1521590,0,2018-03
92598,78666,TX,Austin,Hays,San Marcos,77,201213,0.019341929,0.034705652,0.060444599,0.073682022,0.032546926,2018-03,2018-Q1,201213,0,2018-03
70810,30024,GA,Atlanta,Gwinnett,Suwanee,78,346637,0.006279139,0.022932369,0.057706919,0.074091381,0.023409968,2018-03,2018-Q1,346637,0,2018-03
84612,60610,IL,Chicago,Cook,Chicago,79,301916,0.001964663,-0.006724569,0.013327963,0.044690415,0.005980108,2017-11,2017-Q4,305317,-0.011139242,2017-09
61633,10019,NY,New York,New York,New York,80,1268605,0.002241327,0.004626363,-0.023747484,0.049816125,0.019710531,2016-02,2016-Q1,1349650,-0.060048902,2015-08
77007,44107,OH,Cleveland,Cuyahoga,Lakewood,81,171855,0.001731193,0.013774186,0.080550036,0.07742862,0.033307953,2018-03,2018-Q1,171855,0,2018-03
90665,75067,TX,Dallas-Fort Worth,Denton,Lewisville,82,241977,0.009528856,0.024067883,0.123071568,0.100590568,0.043737977,2018-03,2018-Q1,241977,0,2018-03
72363,33025,FL,Miami-Fort Lauderdale,Broward,Miramar,83,231033,0.010766848,0.034579577,0.130613723,0.136833006,0.006846032,2006-09,2006-Q3,275346,-0.160935695,2005-05
72578,33411,FL,Miami-Fort Lauderdale,Palm Beach,Royal Palm Beach,84,284364,0.004574856,0.023197573,0.069294868,0.130339121,0.022947229,2006-05,2006-Q2,332589,-0.144998782,2005-03
72442,33139,FL,Miami-Fort Lauderdale,Miami-Dade,Miami Beach,85,360693,-0.005196138,-0.019602887,-0.057228664,0.06151333,0.016026687,2016-06,2016-Q2,384915,-0.062928179,2015-03
62088,11377,NY,New York,Queens,New York,86,716226,0.001835186,-0.006577268,0.035839438,0.080968329,0.026065778,2017-11,2017-Q4,722000,-0.00799723,2017-10
96025,90044,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,87,419486,0.009090537,0.037684415,0.119859686,0.128072501,0.011423545,2018-03,2018-Q1,419486,0,2018-03
79054,48197,MI,Ann Arbor,Washtenaw,Ypsilanti,88,207823,0.008795647,0.025440748,0.083252107,0.090578221,0.0264289,2018-03,2018-Q1,207823,0,2018-03
58669,02169,MA,Boston,Norfolk,Quincy,89,416780,0.008476155,0.032070505,0.083161591,0.077828788,0.030339536,2018-03,2018-Q1,416780,0,2018-03
67730,23462,VA,Virginia Beach,Virginia Beach City,Virginia Beach,90,194414,0.002831868,0.005492573,0.017464164,0.024435026,-0.007496207,2007-08,2007-Q3,212780,-0.086314503,2005-10
96239,90805,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Long Beach,91,457075,0.006402931,0.026145581,0.102224827,0.101439404,0.017589812,2006-07,2006-Q3,463257,-0.013344645,2006-05
87074,66062,KS,Kansas City,Johnson,Olathe,92,251437,0.004053158,0.012707325,0.055894544,0.057549824,0.018093597,2018-03,2018-Q1,251437,0,2018-03
76953,44035,OH,Cleveland,Lorain,Elyria,93,90994,0.003551262,0.014448483,0.037406086,0.03068958,-0.011281233,2006-04,2006-Q2,116103,-0.216264868,1999-06
98325,95630,CA,Sacramento,Sacramento,Folsom,94,536701,0.000167719,0.014156978,0.061834376,0.064653307,0.036948819,2018-03,2018-Q1,536701,0,2018-03
96193,90650,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Norwalk,95,478270,0.004530437,0.018319401,0.080982732,0.086977847,0.016270362,2006-07,2006-Q3,497874,-0.039375424,2006-02
62044,11234,NY,New York,Kings,New York,96,575310,0.001995945,0.011441591,0.07179385,0.060916194,0.019411336,2018-03,2018-Q1,575310,0,2018-03
96990,92683,CA,Los Angeles-Long Beach-Anaheim,Orange,Westminster,97,652484,0.003256628,0.014547648,0.079290512,0.075656553,0.027934653,2018-03,2018-Q1,652484,0,2018-03
95048,85710,AZ,Tucson,Pima,Tucson,98,171590,0.003503108,0.015019136,0.089757839,0.065543795,-0.004586944,2006-04,2006-Q2,207268,-0.172134628,2005-03
92654,78745,TX,Austin,Travis,Austin,99,293311,0.003386688,0.012006997,0.049924113,0.102302356,0.055638777,2018-03,2018-Q1,293311,0,2018-03
62067,11355,NY,New York,Queens,New York,100,683548,-0.000326133,0.007882607,0.030976908,0.07965919,0.04185183,2018-02,2018-Q1,683771,-0.000326133,2018-02
61790,10314,NY,New York,Richmond,New York,101,512718,0.004427397,0.022238438,0.107736382,0.077834351,0.02734009,2018-03,2018-Q1,512718,0,2018-03
71005,30281,GA,Atlanta,Henry,Stockbridge,102,151284,0.002963464,0.003475723,0.066958178,0.111848134,0.006048337,2006-10,2006-Q4,159406,-0.050951658,2005-03
74156,37075,TN,Nashville,Sumner,Hendersonville,103,278838,0.005125876,0.021826284,0.091915134,0.081329147,0.030200105,2018-03,2018-Q1,278838,0,2018-03
97764,94558,CA,Napa,Napa,Napa,104,668198,0.005428911,0.024947311,0.031413281,0.09258024,0.02112477,2018-03,2018-Q1,668198,0,2018-03
84613,60611,IL,Chicago,Cook,Chicago,105,345803,0.002557107,0.004423725,-0.027608043,0.027494741,-0.002226378,2006-04,2006-Q2,377298,-0.083475131,2005-07
62026,11215,NY,New York,Kings,New York,106,1275936,0.000152852,0.01411809,0.070197938,0.105010275,0.055121251,2018-03,2018-Q1,1275936,0,2018-03
96007,90026,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,107,953933,0.002550693,0.03064716,0.142159791,0.109641847,0.056556638,2018-03,2018-Q1,953933,0,2018-03
94820,85225,AZ,Phoenix,Maricopa,Chandler,108,253757,0.006924273,0.02602701,0.099195606,0.093779256,0.02165621,2006-04,2006-Q2,272025,-0.067155592,2005-10
96545,91910,CA,San Diego,San Diego,Chula Vista,109,525364,0.007784296,0.030865288,0.098207921,0.083296924,0.022511721,2005-06,2005-Q2,541198,-0.029257314,2004-12
95306,87111,NM,Albuquerque,Bernalillo,Albuquerque,110,259975,0.002769453,0.016929594,0.064685887,0.042083405,0.00263496,2018-03,2018-Q1,259975,0,2018-03
69672,28027,NC,Charlotte,Cabarrus,Concord,111,217824,0.00691077,0.026232474,0.096654013,0.063724554,0.017194288,2018-03,2018-Q1,217824,0,2018-03
60081,06010,CT,Hartford,Hartford,Bristol,112,185484,0.000436886,0.005671282,-0.006731248,0.011784297,-0.013680155,2006-09,2006-Q3,225264,-0.176592798,2004-02
92336,78240,TX,San Antonio,Bexar,San Antonio,113,182807,0.006785075,0.023738856,0.057005574,0.063163059,0.02456287,2018-03,2018-Q1,182807,0,2018-03
95309,87114,NM,Albuquerque,Bernalillo,Albuquerque,114,214279,0.000527628,0.008537877,0.055790418,0.030474252,-0.000992789,2007-07,2007-Q3,219105,-0.022025969,2007-02
95804,89108,NV,Las Vegas,Clark,Las Vegas,115,199447,0.011866591,0.044164996,0.197527454,0.16998457,0.002602976,2006-07,2006-Q3,252992,-0.211647009,2004-08
94890,85308,AZ,Phoenix,Maricopa,Glendale,116,281829,0.00335009,0.014178323,0.079258766,0.076228003,0.012827224,2006-03,2006-Q1,335273,-0.159404426,2005-07
62022,11211,NY,New York,Kings,New York,117,972056,0.002973666,-0.001088258,0.034995086,0.091000915,0.051609726,2017-11,2017-Q4,977725,-0.005798154,2017-10
65133,17603,PA,Lancaster,Lancaster,Lancaster,118,166626,0.007235733,0.017085096,0.057748097,0.037294214,0.008237562,2018-03,2018-Q1,166626,0,2018-03
97431,93722,CA,Fresno,Fresno,Fresno,119,239729,4.17155E-05,0.013152056,0.061020085,0.092613302,0.008026965,2006-03,2006-Q1,316867,-0.243439677,2004-09
93263,80134,CO,Denver,Douglas,Parker,120,466280,0.003935821,0.016564853,0.078702633,0.088568395,0.044499651,2018-03,2018-Q1,466280,0,2018-03
79040,48180,MI,Detroit,Wayne,Taylor,121,95894,0.012255497,0.043710137,0.128350552,0.131177896,0.010865695,2005-07,2005-Q3,126865,-0.244125645,1999-11
94870,85281,AZ,Phoenix,Maricopa,Tempe,122,237429,0.002292242,0.010538278,0.071174313,0.093809539,0.014835824,2006-05,2006-Q2,248715,-0.045377239,2005-10
92520,78577,TX,McAllen,Hidalgo,Pharr,123,84197,0.010477173,0.023335805,0.083602528,0.047580218,0.010476198,2018-03,2018-Q1,84197,0,2018-03
97740,94533,CA,Vallejo,Solano,Fairfield,124,377181,0.009296053,0.030425304,0.109757353,0.150246216,0.023467522,2006-05,2006-Q2,432876,-0.128662712,2005-01
64180,15601,PA,Pittsburgh,Westmoreland,Greensburg,125,145647,-0.000576404,0.00397047,0.057205697,0.025808857,0.010628225,2018-02,2018-Q1,145731,-0.000576404,2018-02
98304,95608,CA,Sacramento,Sacramento,Carmichael,126,402522,0.002522982,0.023518014,0.068335213,0.081625013,0.028416843,2005-10,2005-Q4,441137,-0.087535165,2004-11
76491,43055,OH,Columbus,Licking,Newark,127,124605,-0.003510764,-0.011949696,0.190103246,0.053173866,0.025993223,2014-10,2014-Q4,149943,-0.168984214,2014-02
76511,43081,OH,Columbus,Franklin,Westerville,128,219935,0.007425085,0.02386306,0.089169956,0.071494609,0.029292294,2018-03,2018-Q1,219935,0,2018-03
76971,44060,OH,Cleveland,Lake,Mentor,129,166268,0.002798485,0.002526394,0.031951341,0.042636561,0.003279074,2006-06,2006-Q2,173092,-0.039424121,2004-06
93203,80013,CO,Denver,Arapahoe,Aurora,130,335527,0.010024172,0.035257637,0.099673893,0.125261985,0.060769977,2018-03,2018-Q1,335527,0,2018-03
72362,33024,FL,Miami-Fort Lauderdale,Broward,Pembroke Pines,131,261930,0.006397326,0.027732655,0.12903782,0.152385861,0.02038999,2006-08,2006-Q3,283885,-0.077337654,2005-09
66705,20906,MD,Washington,Montgomery,Silver Spring,132,333408,0.006839945,0.020045525,0.043181157,0.048568455,-0.00647547,2006-04,2006-Q2,397836,-0.161946129,2004-11
72347,33009,FL,Miami-Fort Lauderdale,Broward,Hallandale,133,201766,0.001578571,0.018433831,0.088326834,0.101835115,0.014609755,2006-07,2006-Q3,263854,-0.235311953,2005-03
96047,90066,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,134,1425400,0.003229845,0.019643919,0.104007002,0.126032762,0.069252447,2018-03,2018-Q1,1425400,0,2018-03
76534,43123,OH,Columbus,Franklin,Grove City,135,173095,0.003338763,0.013027524,0.07131142,0.070408551,0.020582362,2018-03,2018-Q1,173095,0,2018-03
99142,97229,OR,Portland,Multnomah,Portland,136,558781,0.008970537,0.01712868,0.029273019,0.072291132,0.026714015,2018-03,2018-Q1,558781,0,2018-03
91198,76028,TX,Dallas-Fort Worth,Johnson,Burleson,137,202302,0.008258367,0.023117265,0.09666018,0.07963224,0.034401252,2018-03,2018-Q1,202302,0,2018-03
96467,91709,CA,Riverside,San Bernardino,Chino Hills,138,671925,0.003404789,0.012977204,0.060943145,0.077692323,0.036751905,2018-03,2018-Q1,671925,0,2018-03
62093,11385,NY,New York,Queens,New York,139,641434,0.001448854,0.015266173,0.068858928,0.092818896,0.033233513,2018-03,2018-Q1,641434,0,2018-03
94940,85364,AZ,Yuma,Yuma,Yuma,140,126070,-0.013436422,-0.030156166,0.022316288,0.054126086,-0.020421568,2006-09,2006-Q3,179792,-0.298800837,2005-02
62085,11373,NY,New York,Queens,New York,141,545820,0.002335882,0.012929315,0.032492627,0.082776213,0.035701556,2018-03,2018-Q1,545820,0,2018-03
63776,14850,NY,Ithaca,Tompkins,Ithaca,142,247048,0.002739748,0.015584341,0.032533102,0.03975888,0.027021639,2018-03,2018-Q1,247048,0,2018-03
87019,65807,MO,Springfield,Greene,Springfield,143,122382,0.005166197,0.017332103,0.069520306,0.039341789,0.007697046,2018-03,2018-Q1,122382,0,2018-03
99500,98012,WA,Seattle,Snohomish,Bothell,144,578977,0.023088436,0.061967047,0.211036136,0.119223036,0.037682718,2018-03,2018-Q1,578977,0,2018-03
91950,77459,TX,Houston,Fort Bend,Missouri City,145,272142,0.005100439,0.019743473,0.04342525,0.07187202,0.03092582,2018-03,2018-Q1,272142,0,2018-03
96987,92677,CA,Los Angeles-Long Beach-Anaheim,Orange,Laguna Niguel,146,846985,0.003835264,0.01597886,0.063264745,0.060769887,0.024621131,2018-03,2018-Q1,846985,0,2018-03
98432,95823,CA,Sacramento,Sacramento,Sacramento,147,272919,0.000443552,0.019252028,0.085510301,0.141968649,0.02618726,2005-10,2005-Q4,323752,-0.157012157,2004-10
72901,33908,FL,Fort Myers,Lee,Fort Myers,148,240796,0.00304083,0.005449057,0.01623985,0.074016377,0.008358601,2006-04,2006-Q2,337138,-0.285764286,2004-10
77094,44256,OH,Cleveland,Medina,Medina,149,213777,0.001241148,0.024586982,0.08592865,0.047052232,0.019639861,2018-03,2018-Q1,213777,0,2018-03
58660,02148,MA,Boston,Middlesex,Malden,150,444465,0.005597399,0.01947827,0.099175986,0.098724042,0.039476241,2018-03,2018-Q1,444465,0,2018-03
84622,60620,IL,Chicago,Cook,Chicago,151,127279,-0.002742323,-0.008050689,0.050598849,0.033234905,-0.022869585,2007-03,2007-Q1,161346,-0.211142514,2004-05
61642,10028,NY,New York,New York,New York,152,1607274,0.001207224,0.001369406,0.004228663,0.058719753,0.023583281,2017-06,2017-Q2,1638215,-0.01888702,2017-04
69340,27410,NC,,Guilford,Greensboro,153,213011,0.003684699,0.013908391,0.062361913,0.036728976,0.012860898,2018-03,2018-Q1,213011,0,2018-03
77400,45011,OH,Cincinnati,Butler,Hamilton,154,189657,0.002828862,0.014035031,0.072302099,0.043600035,0.012197322,2018-03,2018-Q1,189657,0,2018-03
72737,33647,FL,Tampa,Hillsborough,Tampa,155,289445,0.006142284,0.02023588,0.075915724,0.070928724,0.017861422,2006-06,2006-Q2,341194,-0.151670311,2005-07
97023,92804,CA,Los Angeles-Long Beach-Anaheim,Orange,Anaheim,156,572717,0.004500562,0.019082088,0.076438592,0.081259876,0.021620491,2006-06,2006-Q2,591344,-0.031499432,2006-01
62048,11238,NY,New York,Kings,New York,157,1026373,8.67206E-05,0.006518418,0.059986223,0.111331973,0.060830922,2018-03,2018-Q1,1026373,0,2018-03
84635,60634,IL,Chicago,Cook,Chicago,158,259614,0.005772419,0.024138543,0.057068869,0.082872304,-0.017735454,2006-07,2006-Q3,349506,-0.257197301,2003-09
61169,08753,NJ,New York,Ocean,Toms River,159,256990,-0.004069137,-0.009931887,0.028589497,0.025305065,-0.016319097,2006-06,2006-Q2,328538,-0.217776939,2004-04
86717,65203,MO,Columbia,Boone,Columbia,160,213477,0.007798891,0.018225093,0.066286725,0.029597901,0.021474448,2018-03,2018-Q1,213477,0,2018-03
78823,47906,IN,Lafayette-West Lafayette,Tippecanoe,West Lafayette,161,207609,0.012781174,0.03129005,0.097461569,0.057089536,0.028069534,2018-03,2018-Q1,207609,0,2018-03
